% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	1	1	1	29	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	1	1	3	1390	1465060	1381	1455574	0.00099006	9.70655e-05	0.000888325	0.00183833	1054	0	1054	1054	
0.25	0.5	1	1	1	3	2500	2635000	2488	2622352	0.00158271	0.0019106	0.000888325	0.0109205	1054	0	1054	1054	
0.5	0.75	1	1	1	3	2500	2635000	2496	2630784	0.00118105	0.00113868	0.000888325	0.0109205	1054	0	1054	1054	
0.75	1	1	1	1	3	2500	2635000	2497	2631838	0.00118368	0.00114992	0.000888325	0.0109883	1054	0	1054	1054	
1	1.25	1	1	1	3	2500	2635000	2496	2630784	0.00118259	0.00113876	0.000888325	0.0109205	1054	0	1054	1054	
1.25	1.5	1	1	1	3	2500	2635000	2500	2635000	0.000982725	7.65861e-05	0.000888325	0.00177047	1054	0	1054	1054	
1.5	1.75	1	1	1	3	2500	2635000	2494	2628676	0.00138886	0.00159991	0.000888325	0.0109883	1054	0	1054	1054	
1.75	2	1	1	1	3	2500	2635000	2500	2635000	0.000981182	7.1264e-05	0.000888325	0.00108833	1054	0	1054	1054	
