DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.625821	62	5	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.625875	62	5	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.626089	62	6	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.626143	62	6	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.626321	62	6	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.626357	62	6	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.626589	62	6	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.626625	62	6	2	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.626821	62	6	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.626857	62	6	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.627089	62	7	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.627143	62	7	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.627321	62	7	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.627375	62	7	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.627589	62	7	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.627643	62	7	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.627821	62	7	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.627857	62	7	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.628089	62	8	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.628125	62	8	0	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.628321	62	8	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.628357	62	8	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.628589	62	8	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.628643	62	8	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.628821	62	8	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.628875	62	8	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.629089	62	9	0	1	4	1	1	0	4113	18	0	12.3225	1	0.00200585
UL	0.629143	62	9	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.629321	62	9	1	1	3	1	1	0	3084	18	0	12.3225	0	0
UL	0.629375	62	9	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.629589	62	9	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.629643	62	9	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.629821	62	9	3	1	3	1	1	0	3084	18	1	12.3225	0	0.00167182
DL	0.629875	62	9	3	4	3	1	1	0	3084	18	2	12.3225	0	0.00167182
UL	0.629911	62	9	3	7	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.630071	63	0	0	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.630107	63	0	0	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.630375	63	0	1	1	6	1	1	0	6168	18	0	12.3225	0	0.00300726
UL	0.630411	63	0	1	7	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.630589	63	0	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.630643	63	0	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.630821	63	0	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.630875	63	0	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.631089	63	1	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.631143	63	1	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.631321	63	1	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.631357	63	1	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.631589	63	1	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.631625	63	1	2	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.631821	63	1	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.631857	63	1	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.632089	63	2	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.632143	63	2	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.632321	63	2	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.632375	63	2	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.632589	63	2	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.632643	63	2	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.632821	63	2	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.632875	63	2	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.633089	63	3	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.633143	63	3	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.633321	63	3	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.633357	63	3	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.633589	63	3	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.633625	63	3	2	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.633821	63	3	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.633857	63	3	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.634089	63	4	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.634143	63	4	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.634321	63	4	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.634375	63	4	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.634589	63	4	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.634643	63	4	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.634821	63	4	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.634857	63	4	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.635089	63	5	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.635125	63	5	0	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.635321	63	5	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.635357	63	5	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.635589	63	5	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.635643	63	5	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.635821	63	5	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.635875	63	5	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.636089	63	6	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.636143	63	6	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.636321	63	6	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.636375	63	6	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.636589	63	6	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.636643	63	6	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.636821	63	6	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.636857	63	6	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.637089	63	7	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.637125	63	7	0	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.637321	63	7	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.637357	63	7	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.637589	63	7	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.637643	63	7	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.637821	63	7	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.637875	63	7	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.638089	63	8	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.638143	63	8	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.638321	63	8	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.638357	63	8	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.638589	63	8	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.638625	63	8	2	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.638821	63	8	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.638857	63	8	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.639089	63	9	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.639143	63	9	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.639321	63	9	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.639375	63	9	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.639589	63	9	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.639643	63	9	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.639821	63	9	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.639875	63	9	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.640089	64	0	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.640143	64	0	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.640321	64	0	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.640357	64	0	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.640589	64	0	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.640625	64	0	2	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.640821	64	0	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.640857	64	0	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.641089	64	1	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.641143	64	1	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.641321	64	1	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.641375	64	1	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.641589	64	1	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.641643	64	1	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.641821	64	1	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.641857	64	1	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.642089	64	2	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.642125	64	2	0	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.642321	64	2	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.642357	64	2	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.642589	64	2	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.642643	64	2	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.642821	64	2	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.642875	64	2	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.643089	64	3	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.643143	64	3	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.643321	64	3	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.643375	64	3	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.643589	64	3	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.643643	64	3	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.643821	64	3	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.643857	64	3	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.644089	64	4	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.644125	64	4	0	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.644321	64	4	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.644357	64	4	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.644589	64	4	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.644643	64	4	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.644821	64	4	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.644875	64	4	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.645089	64	5	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.645143	64	5	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.645321	64	5	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.645357	64	5	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.645589	64	5	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.645625	64	5	2	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.645821	64	5	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.645857	64	5	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.646089	64	6	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.646143	64	6	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.646321	64	6	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.646375	64	6	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.646589	64	6	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.646643	64	6	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.646821	64	6	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.646875	64	6	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.647089	64	7	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.647143	64	7	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.647321	64	7	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.647357	64	7	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.647589	64	7	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.647625	64	7	2	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.647821	64	7	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.647857	64	7	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.648089	64	8	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.648143	64	8	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.648321	64	8	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.648375	64	8	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.648589	64	8	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.648643	64	8	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.648821	64	8	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.648857	64	8	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.649089	64	9	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.649125	64	9	0	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.649321	64	9	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.649357	64	9	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.649589	64	9	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.649643	64	9	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.649821	64	9	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.649875	64	9	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.650089	65	0	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.650143	65	0	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.650321	65	0	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.650375	65	0	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.650589	65	0	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.650643	65	0	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.650821	65	0	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.650857	65	0	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.651089	65	1	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.651125	65	1	0	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.651321	65	1	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.651357	65	1	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.651589	65	1	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.651643	65	1	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.651821	65	1	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.651875	65	1	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.652089	65	2	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.652143	65	2	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.652321	65	2	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.652357	65	2	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.652589	65	2	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.652625	65	2	2	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.652821	65	2	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.652857	65	2	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.653089	65	3	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.653143	65	3	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.653321	65	3	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.653375	65	3	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.653589	65	3	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.653661	65	3	2	5	4	1	1	0	4113	18	0	12.3225 	0	0.00200585
DL	0.653821	65	3	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.653875	65	3	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.654089	65	4	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.654125	65	4	0	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.654321	65	4	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.654339	65	4	1	4	1	1	1	0	1029	18	0	12.3225 	0	0.000669063
DL	0.654589	65	4	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.654625	65	4	2	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.654821	65	4	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.654875	65	4	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.655089	65	5	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.655161	65	5	0	5	4	1	1	0	4113	18	0	12.3225 	0	0.00200585
DL	0.655321	65	5	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.655375	65	5	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.655589	65	5	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.655625	65	5	2	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.655821	65	5	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.655839	65	5	3	4	1	1	1	0	1029	18	0	12.3225 	0	0.000669063
DL	0.656089	65	6	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.656125	65	6	0	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.656321	65	6	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.656375	65	6	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.656589	65	6	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.656661	65	6	2	5	4	1	1	0	4113	18	0	12.3225 	0	0.00200585
DL	0.656821	65	6	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.656875	65	6	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.657089	65	7	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.657143	65	7	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.657321	65	7	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.657357	65	7	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.657589	65	7	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.657625	65	7	2	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.657821	65	7	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.657857	65	7	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.658089	65	8	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.658143	65	8	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.658321	65	8	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.658375	65	8	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.658589	65	8	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.658643	65	8	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.658821	65	8	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.658857	65	8	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.659089	65	9	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.659125	65	9	0	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.659321	65	9	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.659357	65	9	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.659589	65	9	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.659643	65	9	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.659821	65	9	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.659875	65	9	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.660089	66	0	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.660143	66	0	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.660321	66	0	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.660375	66	0	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.660589	66	0	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.660643	66	0	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.660821	66	0	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.660857	66	0	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.661089	66	1	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.661125	66	1	0	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.661321	66	1	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.661357	66	1	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.661589	66	1	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.661643	66	1	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.661821	66	1	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.661875	66	1	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.662089	66	2	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.662143	66	2	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.662321	66	2	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.662357	66	2	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.662589	66	2	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.662625	66	2	2	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.662821	66	2	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.662857	66	2	3	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.663089	66	3	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.663143	66	3	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.663321	66	3	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.663375	66	3	1	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.663589	66	3	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.663643	66	3	2	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.663821	66	3	3	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.663875	66	3	3	4	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.664089	66	4	0	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.664143	66	4	0	5	3	1	1	0	3084	18	0	12.3225 	0	0.00167182
DL	0.664321	66	4	1	1	3	1	1	0	3084	18	0	12.3225	0	0.00167182
UL	0.664357	66	4	1	4	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
DL	0.664589	66	4	2	1	4	1	1	0	4113	18	0	12.3225	0	0.00200585
UL	0.664625	66	4	2	5	2	1	1	0	2058	18	0	12.3225 	0	0.00100343
