Tx	0.388702	512
Tx	0.388743	512
Tx	0.388784	512
Tx	0.388825	512
Tx	0.388866	512
Tx	0.388906	512
Tx	0.388947	512
Tx	0.388988	512
Tx	0.389029	512
Rx	0.389047	512
Rx	0.389047	512
Rx	0.389047	512
Rx	0.389047	512
Rx	0.389047	512
Rx	0.389047	512
Rx	0.389047	512
Tx	0.38907	512
Tx	0.389111	512
Rx	0.389136	512
Rx	0.389136	512
Rx	0.389136	512
Tx	0.389152	512
Tx	0.389193	512
Tx	0.389234	512
Tx	0.389275	512
Tx	0.389316	512
Tx	0.389357	512
Tx	0.389398	512
Tx	0.389439	512
Tx	0.38948	512
Tx	0.389521	512
Tx	0.389562	512
Tx	0.389603	512
Tx	0.389644	512
Tx	0.389685	512
Tx	0.389726	512
Tx	0.389767	512
Tx	0.389808	512
Tx	0.389849	512
Tx	0.38989	512
Tx	0.38993	512
Tx	0.389971	512
Tx	0.390012	512
Tx	0.390053	512
Tx	0.390094	512
Rx	0.3901	512
Rx	0.3901	512
Rx	0.3901	512
Rx	0.3901	512
Rx	0.3901	512
Rx	0.3901	512
Rx	0.3901	512
Rx	0.3901	512
Rx	0.3901	512
Rx	0.3901	512
Rx	0.3901	512
Rx	0.3901	512
Rx	0.3901	512
Tx	0.390135	512
Tx	0.390176	512
Rx	0.390207	512
Rx	0.390207	512
Rx	0.390207	512
Rx	0.390207	512
Rx	0.390207	512
Rx	0.390207	512
Rx	0.390207	512
Rx	0.390207	512
Rx	0.390207	512
Rx	0.390207	512
Rx	0.390207	512
Rx	0.390207	512
Tx	0.390217	512
Tx	0.390258	512
Tx	0.390299	512
Tx	0.39034	512
Tx	0.390381	512
Tx	0.390422	512
Tx	0.390463	512
Tx	0.390504	512
Tx	0.390545	512
Tx	0.390586	512
Tx	0.390627	512
Tx	0.390668	512
Tx	0.390709	512
Tx	0.39075	512
Tx	0.390791	512
Tx	0.390832	512
Tx	0.390873	512
Tx	0.390914	512
Tx	0.390954	512
Tx	0.390995	512
Tx	0.391036	512
Tx	0.391077	512
Rx	0.3911	512
Rx	0.3911	512
Rx	0.3911	512
Rx	0.3911	512
Rx	0.3911	512
Rx	0.3911	512
Rx	0.3911	512
Rx	0.3911	512
Rx	0.3911	512
Rx	0.3911	512
Rx	0.3911	512
Rx	0.3911	512
Rx	0.3911	512
Tx	0.391118	512
Tx	0.391159	512
Rx	0.391198	512
Rx	0.391198	512
Rx	0.391198	512
Rx	0.391198	512
Rx	0.391198	512
Rx	0.391198	512
Rx	0.391198	512
Rx	0.391198	512
Rx	0.391198	512
Rx	0.391198	512
Rx	0.391198	512
Tx	0.3912	512
Tx	0.391241	512
Tx	0.391282	512
Tx	0.391323	512
Tx	0.391364	512
Tx	0.391405	512
Tx	0.391446	512
Tx	0.391487	512
Tx	0.391528	512
Tx	0.391569	512
Tx	0.39161	512
Tx	0.391651	512
Tx	0.391692	512
Tx	0.391733	512
Tx	0.391774	512
Tx	0.391815	512
Tx	0.391856	512
Tx	0.391897	512
Tx	0.391938	512
Tx	0.391978	512
Tx	0.392019	512
Tx	0.39206	512
Rx	0.3921	512
Rx	0.3921	512
Rx	0.3921	512
Rx	0.3921	512
Rx	0.3921	512
Rx	0.3921	512
Rx	0.3921	512
Rx	0.3921	512
Rx	0.3921	512
Rx	0.3921	512
Rx	0.3921	512
Rx	0.3921	512
Rx	0.3921	512
Tx	0.392101	512
Tx	0.392142	512
Tx	0.392183	512
Rx	0.392198	512
Rx	0.392198	512
Rx	0.392198	512
Rx	0.392198	512
Rx	0.392198	512
Rx	0.392198	512
Rx	0.392198	512
Rx	0.392198	512
Rx	0.392198	512
Rx	0.392198	512
Rx	0.392198	512
Tx	0.392224	512
Tx	0.392265	512
Tx	0.392306	512
Tx	0.392347	512
Tx	0.392388	512
Tx	0.392429	512
Tx	0.39247	512
Tx	0.392511	512
Tx	0.392552	512
Tx	0.392593	512
Tx	0.392634	512
Tx	0.392675	512
Tx	0.392716	512
Tx	0.392757	512
Tx	0.392798	512
Tx	0.392839	512
Tx	0.39288	512
Tx	0.392921	512
Tx	0.392962	512
Tx	0.393002	512
Tx	0.393043	512
Tx	0.393084	512
Rx	0.3931	512
Rx	0.3931	512
Rx	0.3931	512
Rx	0.3931	512
Rx	0.3931	512
Rx	0.3931	512
Rx	0.3931	512
Rx	0.3931	512
Rx	0.3931	512
Rx	0.3931	512
Rx	0.3931	512
Rx	0.3931	512
Rx	0.3931	512
Tx	0.393125	512
Tx	0.393166	512
Rx	0.393207	512
Rx	0.393207	512
Rx	0.393207	512
Rx	0.393207	512
