1.00106	512	0	1
1.00181	512	1	1.00007
1.00181	512	2	1.00014
1.00181	512	3	1.00021
1.00181	512	4	1.00028
1.00181	512	5	1.00035
1.00181	512	6	1.00041
1.00181	512	7	1.00048
1.00181	512	8	1.00055
1.00181	512	9	1.00062
1.00181	512	10	1.00069
1.00181	512	11	1.00076
1.00181	512	12	1.00083
1.00181	512	13	1.0009
1.00181	512	14	1.00097
1.00206	512	15	1.00104
1.00206	512	16	1.00111
1.00206	512	17	1.00117
1.00206	512	18	1.00124
1.00206	512	19	1.00131
1.00206	512	20	1.00138
1.00206	512	21	1.00145
1.00206	512	22	1.00152
1.00206	512	23	1.00159
1.00206	512	24	1.00166
1.00206	512	25	1.00173
1.00206	512	26	1.0018
1.00206	512	27	1.00187
1.00208	512	28	1.00193
1.00208	512	29	1.002
1.00278	512	30	1.00207
1.00278	512	31	1.00214
1.00278	512	32	1.00221
1.00278	512	33	1.00228
1.00278	512	34	1.00235
1.00278	512	35	1.00242
1.00278	512	36	1.00249
1.00278	512	37	1.00256
1.00278	512	38	1.00263
1.00298	512	39	1.00269
1.00298	512	40	1.00276
1.00298	512	41	1.00283
1.00298	512	42	1.0029
1.00309	512	43	1.00297
1.00309	512	44	1.00304
1.00378	512	45	1.00311
1.00378	512	46	1.00318
1.00378	512	47	1.00325
1.00378	512	48	1.00332
1.00378	512	49	1.00339
1.00378	512	50	1.00345
1.00378	512	51	1.00352
1.00378	512	52	1.00359
1.00378	512	53	1.00366
1.00397	512	54	1.00373
1.00397	512	55	1.0038
1.00397	512	56	1.00387
1.00409	512	57	1.00394
1.00409	512	58	1.00401
1.00477	512	59	1.00408
1.00477	512	60	1.00415
1.00477	512	61	1.00421
1.00477	512	62	1.00428
1.00477	512	63	1.00435
1.00477	512	64	1.00442
1.00477	512	65	1.00449
1.00477	512	66	1.00456
1.00477	512	67	1.00463
1.00498	512	68	1.0047
1.00498	512	69	1.00477
1.00498	512	70	1.00484
1.00498	512	71	1.00491
1.00509	512	72	1.00497
1.00509	512	73	1.00504
1.00577	512	74	1.00511
1.00577	512	75	1.00518
1.00577	512	76	1.00525
1.00577	512	77	1.00532
1.00577	512	78	1.00539
1.00577	512	79	1.00546
1.00577	512	80	1.00553
1.00577	512	81	1.0056
1.00577	512	82	1.00567
1.00597	512	83	1.00573
1.00597	512	84	1.0058
1.00597	512	85	1.00587
1.00609	512	86	1.00594
1.00609	512	87	1.00601
1.00677	512	88	1.00608
1.00677	512	89	1.00615
1.00677	512	90	1.00622
1.00677	512	91	1.00629
1.00677	512	92	1.00636
1.00677	512	93	1.00642
1.00677	512	94	1.00649
1.00677	512	95	1.00656
1.00677	512	96	1.00663
1.00698	512	97	1.0067
1.00698	512	98	1.00677
1.00698	512	99	1.00684
1.00698	512	100	1.00691
1.00709	512	101	1.00698
1.00709	512	102	1.00705
1.00777	512	103	1.00712
1.00777	512	104	1.00718
1.00777	512	105	1.00725
1.00777	512	106	1.00732
1.00777	512	107	1.00739
1.00777	512	108	1.00746
1.00777	512	109	1.00753
1.00777	512	110	1.0076
1.00777	512	111	1.00767
1.00797	512	112	1.00774
1.00797	512	113	1.00781
1.00797	512	114	1.00788
1.00809	512	115	1.00794
1.00809	512	116	1.00801
1.00877	512	117	1.00808
1.00877	512	118	1.00815
1.00877	512	119	1.00822
1.00877	512	120	1.00829
1.00877	512	121	1.00836
1.00877	512	122	1.00843
1.00877	512	123	1.0085
1.00877	512	124	1.00857
1.00877	512	125	1.00864
1.00898	512	126	1.0087
1.00898	512	127	1.00877
1.00898	512	128	1.00884
1.00898	512	129	1.00891
1.00909	512	130	1.00898
1.00909	512	131	1.00905
1.00977	512	132	1.00912
1.00977	512	133	1.00919
1.00977	512	134	1.00926
1.00977	512	135	1.00933
1.00977	512	136	1.0094
1.00977	512	137	1.00946
1.00977	512	138	1.00953
1.00977	512	139	1.0096
1.00977	512	140	1.00967
1.00997	512	141	1.00974
1.00997	512	142	1.00981
1.00997	512	143	1.00988
1.01009	512	144	1.00995
1.01009	512	145	1.01002
1.01077	512	146	1.01009
1.01077	512	147	1.01016
1.01077	512	148	1.01022
1.01077	512	149	1.01029
1.01077	512	150	1.01036
1.01077	512	151	1.01043
1.01077	512	152	1.0105
1.01077	512	153	1.01057
1.01077	512	154	1.01064
1.01098	512	155	1.01071
1.01098	512	156	1.01078
1.01098	512	157	1.01085
1.01098	512	158	1.01092
1.01109	512	159	1.01098
1.01109	512	160	1.01105
1.02277	512	175	1.01209
1.02277	512	176	1.01216
1.02277	512	177	1.01223
1.02277	512	178	1.0123
1.02277	512	179	1.01237
1.02277	512	180	1.01244
1.02277	512	181	1.0125
1.02277	512	182	1.01257
1.02277	512	183	1.01264
1.02277	512	184	1.01271
1.02277	512	185	1.01278
1.02277	512	186	1.01285
1.02277	512	187	1.01292
1.02277	512	188	1.01299
1.02277	512	189	1.01306
1.02277	512	190	1.01313
1.02277	512	191	1.0132
1.02277	512	192	1.01326
1.02277	512	193	1.01333
1.02277	512	194	1.0134
1.02277	512	195	1.01347
1.02277	512	196	1.01354
1.02277	512	197	1.01361
1.02277	512	198	1.01368
1.02277	512	199	1.01375
1.02277	512	200	1.01382
1.02277	512	201	1.01389
1.03277	512	204	1.01409
1.03277	512	205	1.01416
1.03277	512	206	1.01423
1.03277	512	207	1.0143
1.03277	512	208	1.01437
1.03277	512	209	1.01444
1.03277	512	210	1.01451
1.03277	512	211	1.01458
1.03277	512	212	1.01465
1.03277	512	213	1.01472
1.03277	512	214	1.01478
1.03277	512	215	1.01485
1.03277	512	216	1.01492
1.03277	512	217	1.01499
1.03277	512	218	1.01506
1.03277	512	219	1.01513
1.03277	512	220	1.0152
1.03277	512	221	1.01527
1.03277	512	222	1.01534
1.03277	512	223	1.01541
1.03277	512	224	1.01548
1.03277	512	225	1.01554
1.03277	512	226	1.01561
1.03277	512	227	1.01568
1.03277	512	228	1.01575
1.03277	512	229	1.01582
1.03277	512	230	1.01589
1.03277	512	231	1.01596
1.03277	512	232	1.01603
1.03277	512	242	1.01672
1.03277	512	243	1.01679
1.03277	512	244	1.01686
1.03277	512	245	1.01693
1.03277	512	247	1.01706
1.03277	512	248	1.01713
1.03277	512	249	1.0172
1.03277	512	250	1.01727
1.03277	512	251	1.01734
1.03277	512	252	1.01741
1.03277	512	253	1.01748
1.03277	512	254	1.01755
1.03277	512	255	1.01762
1.03277	512	256	1.01769
1.03277	512	257	1.01776
1.03277	512	258	1.01782
1.03277	512	259	1.01789
1.03277	512	260	1.01796
1.03277	512	261	1.01803
1.03277	512	262	1.0181
1.03277	512	263	1.01817
1.03277	512	264	1.01824
1.03277	512	265	1.01831
1.03277	512	266	1.01838
1.03277	512	267	1.01845
1.03277	512	268	1.01852
1.03277	512	269	1.01858
1.03277	512	270	1.01865
1.03277	512	275	1.019
1.03277	512	276	1.01907
1.03277	512	277	1.01914
1.03277	512	278	1.01921
1.03277	512	279	1.01927
1.03277	512	280	1.01934
1.03277	512	281	1.01941
1.03277	512	282	1.01948
1.03277	512	283	1.01955
1.03277	512	284	1.01962
1.03277	512	285	1.01969
1.03277	512	286	1.01976
1.03277	512	287	1.01983
1.03277	512	288	1.0199
1.03277	512	289	1.01997
1.03277	512	290	1.02003
1.03277	512	291	1.0201
1.03277	512	292	1.02017
1.03277	512	293	1.02024
1.03277	512	294	1.02031
1.03277	512	295	1.02038
1.03277	512	296	1.02045
1.03277	512	297	1.02052
1.03277	512	298	1.02059
1.03277	512	299	1.02066
1.03277	512	300	1.02073
1.03277	512	301	1.02079
1.03277	512	302	1.02086
1.03277	512	303	1.02093
1.03277	512	304	1.021
1.03277	512	305	1.02107
1.03277	512	306	1.02114
1.03277	512	307	1.02121
1.03277	512	308	1.02128
1.03277	512	309	1.02135
1.03277	512	310	1.02142
1.03277	512	311	1.02149
1.03277	512	312	1.02155
1.03277	512	313	1.02162
1.03277	512	314	1.02169
1.03277	512	315	1.02176
1.03277	512	316	1.02183
1.03277	512	317	1.0219
1.03277	512	318	1.02197
1.03277	512	319	1.02204
1.04277	512	334	1.02307
1.04277	512	335	1.02314
1.04277	512	336	1.02321
1.04277	512	337	1.02328
1.04277	512	338	1.02335
1.04277	512	339	1.02342
1.04277	512	340	1.02349
1.04277	512	341	1.02356
1.04277	512	342	1.02363
1.04277	512	343	1.0237
1.04277	512	344	1.02377
1.04277	512	345	1.02383
1.04277	512	346	1.0239
1.04277	512	347	1.02397
1.04277	512	348	1.02404
1.04277	512	349	1.02411
1.04277	512	350	1.02418
1.04277	512	351	1.02425
1.04277	512	352	1.02432
1.04277	512	353	1.02439
1.04277	512	354	1.02446
1.04277	512	355	1.02453
1.04277	512	356	1.02459
1.04277	512	357	1.02466
1.04277	512	358	1.02473
1.04277	512	359	1.0248
1.04277	512	360	1.02487
1.04277	512	361	1.02494
1.04277	512	362	1.02501
1.04277	512	363	1.02508
1.04277	512	364	1.02515
1.04277	512	365	1.02522
1.04277	512	366	1.02529
1.04277	512	367	1.02535
1.04277	512	368	1.02542
1.04277	512	369	1.02549
1.04277	512	370	1.02556
1.04277	512	371	1.02563
1.04277	512	372	1.0257
1.04277	512	373	1.02577
1.04277	512	374	1.02584
1.04277	512	375	1.02591
1.04277	512	376	1.02598
1.04277	512	377	1.02605
1.04277	512	378	1.02611
1.04277	512	379	1.02618
1.04277	512	380	1.02625
1.04277	512	381	1.02632
1.04277	512	382	1.02639
1.04277	512	383	1.02646
1.04277	512	384	1.02653
1.04277	512	385	1.0266
1.04277	512	386	1.02667
1.04277	512	387	1.02674
1.04277	512	388	1.02681
1.04277	512	389	1.02687
1.04277	512	390	1.02694
1.04277	512	391	1.02701
1.04277	512	392	1.02708
1.04277	512	393	1.02715
1.04277	512	394	1.02722
1.04277	512	395	1.02729
1.04277	512	396	1.02736
1.04277	512	397	1.02743
1.04277	512	398	1.0275
1.04277	512	399	1.02757
1.04277	512	400	1.02763
1.04277	512	401	1.0277
1.04277	512	402	1.02777
1.04277	512	403	1.02784
1.04277	512	404	1.02791
1.04277	512	405	1.02798
1.04277	512	406	1.02805
1.04277	512	407	1.02812
1.04277	512	408	1.02819
1.04277	512	409	1.02826
1.04277	512	410	1.02833
1.04277	512	411	1.02839
1.04277	512	412	1.02846
1.04277	512	413	1.02853
1.04277	512	414	1.0286
1.04277	512	415	1.02867
1.04277	512	416	1.02874
1.04277	512	417	1.02881
1.04277	512	418	1.02888
1.04277	512	419	1.02895
1.04277	512	420	1.02902
1.04277	512	421	1.02909
1.04277	512	422	1.02915
1.04277	512	423	1.02922
1.04277	512	424	1.02929
1.04277	512	425	1.02936
1.04277	512	426	1.02943
1.04277	512	427	1.0295
1.04277	512	428	1.02957
1.04277	512	429	1.02964
1.04277	512	430	1.02971
1.04277	512	431	1.02978
1.04277	512	432	1.02985
1.04277	512	433	1.02991
1.04277	512	434	1.02998
1.04277	512	435	1.03005
1.04277	512	436	1.03012
1.04277	512	437	1.03019
1.04277	512	438	1.03026
1.04277	512	439	1.03033
1.04277	512	440	1.0304
1.04277	512	441	1.03047
1.04277	512	442	1.03054
1.04277	512	443	1.03061
1.04277	512	444	1.03067
1.04277	512	445	1.03074
1.04277	512	446	1.03081
1.04277	512	447	1.03088
1.04277	512	448	1.03095
1.04277	512	449	1.03102
1.04277	512	450	1.03109
1.04277	512	451	1.03116
1.04277	512	452	1.03123
1.04277	512	453	1.0313
1.04277	512	454	1.03137
1.04277	512	455	1.03143
1.04277	512	456	1.0315
1.04277	512	457	1.03157
1.04277	512	458	1.03164
1.04277	512	459	1.03171
1.04277	512	460	1.03178
1.04277	512	461	1.03185
1.04277	512	462	1.03192
1.04277	512	463	1.03199
1.04277	512	464	1.03206
1.05277	512	479	1.03309
1.05277	512	480	1.03316
1.05277	512	481	1.03323
1.05277	512	482	1.0333
1.05277	512	483	1.03337
1.05277	512	484	1.03344
1.05277	512	485	1.03351
1.05277	512	486	1.03358
1.05277	512	487	1.03364
1.05277	512	488	1.03371
1.05277	512	489	1.03378
1.05277	512	490	1.03385
1.05277	512	491	1.03392
1.05277	512	492	1.03399
1.05277	512	493	1.03406
1.05277	512	494	1.03413
1.05277	512	495	1.0342
1.05277	512	496	1.03427
1.05277	512	497	1.03434
1.05277	512	498	1.0344
1.05277	512	499	1.03447
1.05277	512	500	1.03454
1.05277	512	501	1.03461
1.05277	512	502	1.03468
1.05277	512	503	1.03475
1.05277	512	504	1.03482
1.05277	512	505	1.03489
1.05277	512	506	1.03496
1.05277	512	507	1.03503
1.05277	512	508	1.0351
1.05277	512	509	1.03516
1.05277	512	510	1.03523
1.05277	512	511	1.0353
1.05277	512	512	1.03537
1.05277	512	513	1.03544
1.05277	512	514	1.03551
1.05277	512	515	1.03558
1.05277	512	516	1.03565
1.05277	512	517	1.03572
1.05277	512	518	1.03579
1.05277	512	519	1.03586
