12.0015	3	27.4527	1	60	28
13.0002	1	18.8315	1	37	28
13.0002	1	28.8289	1	37	28
13.0004	3	25.9551	1	37	28
13.0006	4	27.4025	1	37	28
13.0006	4	28.2311	1	37	28
13.0013	2	27.2158	1	37	28
13.0014	3	30.9318	1	60	28
14.0001	1	14.907	1	37	28
14.0001	1	25.2725	1	37	28
14.0004	3	21.014	1	37	28
14.0005	4	26.7188	1	37	28
14.0005	4	20.9732	1	37	28
14.0012	2	26.7154	1	37	28
14.0014	3	20.5286	1	60	28
15	1	14.3049	1	37	28
15.0001	1	24.9612	1	37	26
15.0003	3	20.1301	1	37	28
15.0004	4	27.346	1	37	28
15.0004	4	15.8123	1	37	26
15.0012	2	27.4127	1	37	28
16.0004	4	27.0996	1	37	28
16.0004	4	14.7537	1	37	26
16.001	1	15.6584	1	37	28
16.001	1	14.5778	1	37	24
16.0011	2	27.1663	1	37	28
17.0003	4	27.5831	1	37	28
17.0003	4	14.9965	1	37	26
17.0009	1	19.0444	1	37	28
17.0009	1	10.5819	1	37	24
17.001	2	27.5449	1	37	28
18.0002	4	27.2354	1	37	28
18.0002	4	16.9597	1	37	26
18.0009	1	26.9152	1	37	28
18.0009	1	20.7827	1	37	24
18.001	2	27.3711	1	37	28
18.011	2	27.3489	1	37	28
18.0111	3	28.5204	1	37	26
19.0002	4	27.2923	1	37	28
19.0002	4	24.6488	1	37	26
19.0008	1	31.4545	1	37	28
19.0008	1	25.609	1	37	28
19.0009	2	31.3382	1	37	28
19.0009	2	27.3007	1	37	28
19.001	3	25.692	1	37	28
19.011	3	24.2862	1	60	28
20.0001	4	26.7102	1	37	28
20.0001	4	36.7673	1	37	28
20.0007	1	20.7323	1	37	28
20.0007	1	25.2374	1	37	28
20.0009	2	26.904	1	37	28
20.001	3	29.3731	1	60	28
21	4	26.4872	1	37	28
21	4	23.597	1	37	28
21.0007	1	16.3084	1	37	28
21.0007	1	24.1268	1	37	28
21.0008	2	26.5629	1	37	28
21.0009	3	23.0058	1	60	28
22.0006	1	14.1784	1	37	28
22.0006	1	19.3409	1	37	28
22.001	4	26.8069	1	37	28
22.001	4	19.4415	1	37	28
22.0017	2	26.9189	1	37	28
22.0019	3	17.2988	1	60	26
23.0005	1	15.4619	1	37	28
23.0005	1	17.3345	1	37	28
23.0009	4	27.4465	1	37	28
23.0009	4	17.7136	1	37	24
23.0017	2	27.4667	1	37	28
23.0018	3	14.9418	1	60	24
24.0005	1	17.4434	1	37	28
24.0005	1	23.3737	1	37	28
24.0008	4	27.3874	1	37	28
24.0009	4	17.5344	1	37	22
24.0016	2	27.0921	1	37	28
24.0017	3	14.835	1	60	24
24.0107	3	26.837	1	37	28
25.0004	1	24.0377	1	37	28
25.0004	1	23.9581	1	37	28
25.0007	3	22.7465	1	37	28
25.0008	4	27.6805	1	37	28
25.0008	4	15.629	1	37	20
25.0015	2	27.4382	1	37	28
25.0017	3	16.1307	1	60	22
25.0105	2	23.8339	1	37	28
26.0003	1	45.3898	1	37	28
26.0004	1	25.5335	1	37	28
26.0005	2	45.3458	1	37	28
26.0006	3	25.583	1	37	28
26.0007	4	27.0906	1	37	28
26.0007	4	21.3116	1	37	22
26.0015	2	27.6295	1	37	28
26.0016	3	20.8147	1	60	28
27.0003	1	23.1769	1	37	28
27.0003	1	27.4292	1	37	28
27.0004	2	23.1673	1	37	28
27.0005	3	26.4549	1	37	28
27.0007	4	27.3492	1	37	28
27.0007	4	31.2719	1	37	28
27.0014	2	27.0178	1	37	28
27.0015	3	32.1259	1	60	28
28.0002	1	17.4453	1	37	28
28.0002	1	24.1939	1	37	28
28.0005	3	25.7268	1	37	28
28.0006	4	24.6872	1	37	28
28.0006	4	27.6109	1	37	28
28.0013	2	24.7305	1	37	28
28.0015	3	26.025	1	60	28
29.0002	1	15.1221	1	37	28
29.0002	1	26.3881	1	37	28
29.0004	3	21.6165	1	37	28
29.0005	4	26.2762	1	37	28
29.0005	4	20.0086	1	37	28
29.0013	2	26.2442	1	37	28
29.0014	3	18.8332	1	60	28
30.0001	1	14.6769	1	37	28
30.0001	1	26.4011	1	37	28
30.0003	3	20.1072	1	37	28
30.0005	4	27.9369	1	37	28
30.0005	4	13.7168	1	37	26
30.0012	2	27.9434	1	37	28
31	1	16.7951	1	37	28
31	1	14.3246	1	37	24
31.0004	4	26.8093	1	37	28
31.0004	4	13.6175	1	37	26
31.0011	2	26.8866	1	37	28
32.0003	4	27.4933	1	37	28
32.0003	4	13.8384	1	37	26
32.001	1	20.5222	1	37	28
32.001	1	10.3993	1	37	24
32.0011	2	27.485	1	37	28
32.0111	2	20.87	1	37	28
33.0003	4	27.1317	1	37	28
33.0003	4	16.6925	1	37	26
33.0009	1	31.6812	1	37	28
33.0009	1	22.8006	1	37	24
33.001	2	31.6293	1	37	28
33.001	2	27.2613	1	37	28
33.0111	3	28.0244	1	37	28
34.0002	4	27.1267	1	37	28
34.0002	4	26.7341	1	37	26
34.0008	1	26.6842	1	37	28
34.0008	1	27.0841	1	37	28
34.001	2	26.6874	1	37	28
34.001	2	27.4649	1	37	28
34.0011	3	25.8837	1	37	28
34.0111	3	23.8829	1	60	28
35.0001	4	27.2051	1	37	28
35.0002	4	28.371	1	37	28
35.0008	1	19.0715	1	37	28
35.0008	1	26.0661	1	37	28
35.0009	2	26.5757	1	37	28
35.001	3	25.5351	1	37	28
35.001	3	31.6659	1	60	28
36.0001	4	26.7066	1	37	28
36.0001	4	19.0204	1	37	28
36.0007	1	15.4114	1	37	28
36.0007	1	25.1788	1	37	28
36.0008	2	26.7117	1	37	28
36.001	3	25.1911	1	37	28
37	4	27.4668	1	37	28
37	4	15.9779	1	37	28
37.0006	1	14.8172	1	37	28
37.0006	1	21.3482	1	37	28
37.0008	2	27.4711	1	37	28
37.0009	3	16.9527	1	37	26
38.0006	1	15.3827	1	37	28
38.0006	1	15.222	1	37	22
38.001	4	26.9961	1	37	28
38.001	4	14.9687	1	37	28
38.0017	2	26.9238	1	37	28
39.0005	1	18.793	1	37	28
39.0005	1	17.1078	1	37	22
39.0009	4	27.1448	1	37	28
39.0009	4	15.4288	1	37	28
39.0016	2	27.2706	1	37	28
39.0108	3	27.2383	1	37	22
40.0004	1	26.3084	1	37	28
40.0005	1	23.8009	1	37	28
40.0007	3	20.9905	1	37	28
40.0008	4	27.3396	1	37	28
40.0008	4	17.308	1	37	28
40.0016	2	27.5615	1	37	28
40.0106	2	27.218	1	37	28
41.0004	1	33.1265	1	37	28
41.0004	1	17.2882	1	37	26
41.0005	2	33.0466	1	37	28
41.0008	4	27.033	1	37	28
41.0008	4	22.5403	1	37	28
41.0015	2	27.2893	1	37	28
41.0116	3	22.7027	1	60	28
42.0003	1	21.4715	1	37	28
42.0003	1	28.0734	1	37	26
42.0004	2	21.4085	1	37	28
42.0007	4	26.0644	1	37	28
42.0007	4	40.0149	1	37	28
42.0014	2	25.991	1	37	28
42.0016	3	41.0731	1	60	28
42.0106	3	28.5301	1	37	28
43.0003	1	16.6718	1	37	28
43.0003	1	28.4392	1	37	28
43.0005	3	25.5226	1	37	28
43.0006	4	26.5829	1	37	28
43.0006	4	24.2073	1	37	28
43.0014	2	26.7291	1	37	28
43.0015	3	23.0474	1	60	28
44.0002	1	14.7905	1	37	28
44.0002	1	26.5398	1	37	28
44.0004	3	22.462	1	37	28
44.0006	4	27.7124	1	37	28
44.0006	4	19.1975	1	37	28
44.0013	2	27.7207	1	37	28
44.0014	3	17.1619	1	60	26
45.0001	1	15.0652	1	37	28
45.0001	1	24.025	1	37	26
45.0004	3	17.6908	1	37	28
45.0005	4	27.0697	1	37	28
45.0005	4	12.2459	1	37	24
45.0013	2	26.9804	1	37	28
46.0001	1	17.929	1	37	28
46.0001	1	11.2296	1	37	22
46.0004	4	27.4501	1	37	28
46.0004	4	11.0229	1	37	24
46.0012	2	27.3223	1	37	28
47.0004	4	27.6607	1	37	28
47.0004	4	11.7639	1	37	24
47.001	1	22.9712	1	37	28
47.001	1	14.6817	1	37	22
47.0011	2	27.3287	1	37	28
47.0111	2	25.1649	1	37	28
48.0003	4	-2.02365	1	37	28
48.0003	4	15.7617	1	37	24
48.0009	1	-4.02731	1	37	28
48.0009	1	21.8245	1	37	22
48.0112	3	28.4112	1	37	26
49.0002	4	31.9848	1	37	28
49.0003	4	-2.69861	1	37	24
49.0009	1	-3.3623	1	37	28
49.0009	1	27.4528	1	37	28
49.0011	3	25.7895	1	37	28
49.011	2	30.7604	1	37	28
50.0002	4	31.6788	1	37	28
50.0002	4	-3.96991	1	37	24
50.0008	1	47.5307	1	37	28
50.0008	1	-7.18961	1	37	28
50.0009	2	31.7958	1	37	28
50.0109	2	46.9779	1	37	28
51.0001	4	31.9108	1	37	28
51.0001	4	39.2841	1	37	24
51.0007	1	48.0564	1	37	28
51.0008	1	27.2301	1	37	28
51.0009	2	48.0279	1	37	28
51.0009	2	32.0493	1	37	28
51.011	3	31.6998	1	37	28
51.011	3	40.4056	1	60	28
52.0001	4	31.9311	1	37	28
52.0001	4	40.3871	1	37	28
52.0007	1	47.0322	1	37	28
52.0007	1	30.5208	1	37	28
52.0008	2	47.0542	1	37	28
52.0008	2	32.0345	1	37	28
52.0009	3	30.1426	1	37	28
52.0009	3	40.3794	1	60	28
53.0006	1	47.6805	1	37	28
53.0006	1	30.5149	1	37	28
53.0007	2	47.6089	1	37	28
53.0009	3	30.9118	1	37	28
53.001	4	31.7532	1	37	28
53.001	4	40.6731	1	37	28
53.0017	2	31.8011	1	37	28
53.0019	3	40.5717	1	60	28
54.0006	1	47.3783	1	37	28
54.0006	1	29.7909	1	37	28
54.0007	2	47.4775	1	37	28
54.0008	3	29.8949	1	37	28
54.0009	4	31.793	1	37	28
54.0009	4	39.1848	1	37	28
54.0017	2	31.7796	1	37	28
54.0018	3	40.4321	1	60	28
55.0005	1	47.8129	1	37	28
55.0005	1	32.0541	1	37	28
55.0006	2	47.7878	1	37	28
55.0007	3	30.1815	1	37	28
55.0009	4	31.6819	1	37	28
55.0009	4	37.8793	1	37	28
55.0016	2	31.8355	1	37	28
55.0017	3	40.8109	1	60	28
56.0004	1	47.9593	1	37	28
56.0004	1	31.4023	1	37	28
56.0005	2	47.8989	1	37	28
56.0007	3	29.9793	1	37	28
56.0008	4	31.6712	1	37	28
56.0008	4	39.4616	1	37	28
56.0015	2	31.4627	1	37	28
56.0017	3	40.6122	1	60	28
57.0004	1	47.4227	1	37	28
57.0004	1	29.8159	1	37	28
57.0005	2	47.4084	1	37	28
57.0006	3	29.683	1	37	28
57.0007	4	31.7137	1	37	28
57.0007	4	36.8695	1	37	28
57.0015	2	31.8095	1	37	28
57.0016	3	40.5801	1	60	28
58.0003	1	47.3913	1	37	28
58.0003	1	28.0779	1	37	28
58.0004	2	47.3888	1	37	28
58.0005	3	30.6997	1	37	28
58.0007	4	32.1645	1	37	28
58.0007	4	40.8239	1	37	28
58.0014	2	31.9319	1	37	28
58.0015	3	40.2991	1	60	28
59.0002	1	47.869	1	37	28
59.0002	1	27.0693	1	37	28
59.0004	2	47.8959	1	37	28
59.0005	3	30.8693	1	37	28
59.0006	4	31.7226	1	37	28
59.0006	4	38.4678	1	37	28
59.0014	2	31.8866	1	37	28
59.0015	3	40.4712	1	60	28
