Tx	0.118741	512
Tx	0.118782	512
Tx	0.118823	512
Tx	0.118864	512
Tx	0.118905	512
Tx	0.118946	512
Tx	0.118987	512
Tx	0.119028	512
Tx	0.119069	512
Tx	0.11911	512
Tx	0.119151	512
Tx	0.119192	512
Tx	0.119233	512
Tx	0.119274	512
Tx	0.119315	512
Tx	0.119356	512
Tx	0.119397	512
Tx	0.119438	512
Tx	0.119479	512
Tx	0.11952	512
Tx	0.119561	512
Tx	0.119602	512
Rx	0.119617	512
Rx	0.119617	512
Rx	0.119617	512
Rx	0.119617	512
Rx	0.119617	512
Rx	0.119617	512
Rx	0.119617	512
Rx	0.119617	512
Rx	0.119617	512
Rx	0.119617	512
Rx	0.119617	512
Rx	0.119617	512
Rx	0.119617	512
Tx	0.119643	512
Tx	0.119684	512
Rx	0.119698	512
Rx	0.119698	512
Rx	0.119698	512
Rx	0.119698	512
Rx	0.119698	512
Rx	0.119698	512
Rx	0.119698	512
Rx	0.119698	512
Rx	0.119698	512
Tx	0.119725	512
Tx	0.119765	512
Tx	0.119806	512
Tx	0.119847	512
Tx	0.119888	512
Tx	0.119929	512
Tx	0.11997	512
Tx	0.120011	512
Tx	0.120052	512
Tx	0.120093	512
Tx	0.120134	512
Tx	0.120175	512
Tx	0.120216	512
Tx	0.120257	512
Tx	0.120298	512
Tx	0.120339	512
Tx	0.12038	512
Tx	0.120421	512
Tx	0.120462	512
Tx	0.120503	512
Tx	0.120544	512
Tx	0.120585	512
Rx	0.120617	512
Rx	0.120617	512
Rx	0.120617	512
Rx	0.120617	512
Rx	0.120617	512
Rx	0.120617	512
Rx	0.120617	512
Rx	0.120617	512
Rx	0.120617	512
Rx	0.120617	512
Rx	0.120617	512
Rx	0.120617	512
Rx	0.120617	512
Tx	0.120626	512
Tx	0.120667	512
Tx	0.120708	512
Rx	0.120715	512
Rx	0.120715	512
Rx	0.120715	512
Rx	0.120715	512
Rx	0.120715	512
Rx	0.120715	512
Rx	0.120715	512
Rx	0.120715	512
Rx	0.120715	512
Rx	0.120715	512
Rx	0.120715	512
Tx	0.120749	512
Tx	0.120789	512
Tx	0.12083	512
Tx	0.120871	512
Tx	0.120912	512
Tx	0.120953	512
Tx	0.120994	512
Tx	0.121035	512
Tx	0.121076	512
Tx	0.121117	512
Tx	0.121158	512
Tx	0.121199	512
Tx	0.12124	512
Tx	0.121281	512
Tx	0.121322	512
Tx	0.121363	512
Tx	0.121404	512
Tx	0.121445	512
Tx	0.121486	512
Tx	0.121527	512
Tx	0.121568	512
Tx	0.121609	512
Rx	0.121617	512
Rx	0.121617	512
Rx	0.121617	512
Rx	0.121617	512
Rx	0.121617	512
Rx	0.121617	512
Rx	0.121617	512
Rx	0.121617	512
Rx	0.121617	512
Rx	0.121617	512
Rx	0.121617	512
Rx	0.121617	512
Rx	0.121617	512
Tx	0.12165	512
Tx	0.121691	512
Rx	0.121724	512
Rx	0.121724	512
Rx	0.121724	512
Rx	0.121724	512
Rx	0.121724	512
Rx	0.121724	512
Rx	0.121724	512
